Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF30,OUT027,3414.531156320416
FDK03,OUT035,4143.599032025391
FDT45,OUT017,1048.6533291332744
NCC54,OUT027,5215.280244638721
FDP08,OUT018,2878.601657477804
FDU44,OUT046,2723.382262422412
DRG39,OUT035,942.6195743868448
FDU32,OUT049,2052.117198638982
FDY27,OUT049,2869.770302556455
NCP54,OUT013,1973.6363902309095
NCZ41,OUT049,2063.070520837937
DRL49,OUT013,2297.134506741015
FDI05,OUT018,969.8033011567459
FDY56,OUT045,3596.3030085903156
DRC13,OUT013,2062.135235394482
NCV29,OUT017,2996.79620506386
FDR24,OUT049,1535.7732862060802
FDZ34,OUT018,2787.395206567846
FDP37,OUT035,2107.891767584064
FDX08,OUT027,4367.1076084404485
FDS57,OUT045,2176.0361545800843
NCG18,OUT049,1676.4416964802658
FDK25,OUT018,2435.627696511583
FDH53,OUT049,1394.820452805463
DRI59,OUT018,3262.5867232216406
FDA52,OUT046,2858.422462314702
FDT20,OUT010,-1219.6948826391745
FDE36,OUT019,740.7072040573403
FDI24,OUT017,2883.931134056169
FDB28,OUT018,2835.9538707912434
FDV11,OUT017,2998.857774093369
FDP01,OUT046,2553.6247681408568
FDD34,OUT027,4029.3564689349732
FDJ50,OUT027,2356.972835992812
FDZ44,OUT013,1943.5558535030868
DRO59,OUT035,1340.155194266379
DRB48,OUT045,529.1369974674162
FDR21,OUT018,2497.206910457462
NCE42,OUT010,1779.2704030241148
FDO23,OUT046,1538.0860961294675
NCE30,OUT018,3036.7941987565573
FDQ22,OUT035,709.0595079658378
FDY01,OUT045,1830.7739795903326
FDS08,OUT017,3004.8148940840765
FDG28,OUT018,3643.445137808463
FDQ51,OUT018,588.0073869962071
FDB05,OUT017,4020.4696001624834
FDO56,OUT049,2005.6484872051224
FDE02,OUT018,1261.0603333341278
FDN45,OUT017,3645.0103585449106
FDS09,OUT013,778.1022959088732
NCA54,OUT018,2573.806777108708
FDP09,OUT010,1454.5869788802665
FDC53,OUT045,1529.5342836539203
NCM55,OUT017,3080.1861598898686
FDL09,OUT018,2424.646150581655
FDA11,OUT019,-382.8300822344463
FDA50,OUT045,1419.0624172011157
FDC23,OUT017,3024.732743632514
FDE22,OUT049,2584.933560715406
FDD23,OUT046,3091.680434223774
NCA29,OUT049,2771.276234764635
FDK38,OUT046,2427.090504961874
DRC13,OUT046,2027.3742024692183
NCP43,OUT049,2883.938058707339
FDX28,OUT049,1617.579046550527
FDF08,OUT049,1582.012931347228
FDZ33,OUT046,2411.2007980377966
FDD10,OUT049,2821.221826518886
FDO58,OUT017,2723.2861071670777
FDI50,OUT017,3863.8126682323054
FDO58,OUT045,2571.882410451275
FDX08,OUT013,2950.6009000120102
NCK17,OUT010,-1221.2704801209766
FDF39,OUT035,4250.232159387029
FDU45,OUT010,-68.78676441274001
NCJ18,OUT018,1543.5196512680996
DRC27,OUT019,1950.404925771145
DRC25,OUT035,1463.5269845015719
FDU59,OUT035,2655.433609176849
FDU28,OUT035,3139.068113702364
NCP30,OUT046,710.7775206490915
FDB39,OUT018,607.2256014585
FDE41,OUT013,1451.811539357659
DRH11,OUT010,-984.3398554419546
FDA58,OUT045,3652.0064118154405
FDU50,OUT046,1902.9228046205972
FDM34,OUT013,2093.6872000576986
FDM44,OUT027,3103.6465089593403
FDR39,OUT045,2849.175885486882
FDM25,OUT045,2785.578176823634
FDQ49,OUT049,2600.658097892665
DRH25,OUT018,581.3668043114158
FDM09,OUT027,4195.662619424518
FDL44,OUT019,722.698954151696
NCR42,OUT018,256.9688084408117
DRL59,OUT046,938.515603845939
FDX43,OUT013,2739.130194181809
DRK47,OUT010,1671.4110824554518
FDU48,OUT018,1831.7190517275012
FDY12,OUT045,799.951501529009
NCN43,OUT018,1685.5292455515882
NCM55,OUT018,2623.079653007677
FDQ21,OUT027,3434.217257095428
FDX13,OUT035,4096.198808934147
NCK30,OUT027,5380.795888847104
FDG20,OUT049,2894.0479450568528
DRG27,OUT017,771.0903328224522
FDY14,OUT018,3854.2913435984665
FDP59,OUT035,1802.7841722902958
FDU60,OUT017,2891.655959321186
NCC18,OUT019,736.9068266405957
DRJ39,OUT017,3559.3647994597413
FDS07,OUT049,1863.4376419305481
FDM08,OUT027,5048.296869933969
FDP51,OUT045,1908.2012238767202
FDU16,OUT035,1446.0485140292294
FDH12,OUT013,1742.0873585663358
DRE48,OUT010,1187.4000614108227
NCL42,OUT027,5278.424285848814
FDR21,OUT045,2748.463045229859
NCW29,OUT035,2200.4015538462845
FDO11,OUT013,4051.2615594093077
NCM31,OUT049,2283.346128239762
FDV35,OUT019,545.5269118997094
FDF58,OUT017,1166.5254644002416
NCE43,OUT049,2691.5848455302767
FDA02,OUT035,2407.5756368228904
DRL37,OUT010,-1190.8611146373587
FDR24,OUT018,1244.0609595520946
FDW59,OUT049,1416.0071106156975
FDS22,OUT049,851.7637883512361
FDW24,OUT017,984.4410795866279
FDU24,OUT035,1652.94480575317
FDA21,OUT027,4408.83053784736
FDH58,OUT027,3326.6399175148545
FDW36,OUT018,1401.182425354491
FDI45,OUT027,4240.751424258342
FDU01,OUT018,2759.1977867825626
FDF35,OUT027,3206.8930913870136
FDU43,OUT019,1928.813668652394
FDE24,OUT019,384.7758638118394
FDK50,OUT049,2685.510584527976
FDG31,OUT045,987.7042414865136
FDC60,OUT045,1433.397951595005
FDL36,OUT013,1489.3128620183707
FDP21,OUT013,3088.066068345448
FDW16,OUT045,1427.2277616181382
FDX02,OUT017,3657.6493521329394
FDQ58,OUT027,3911.440433373107
FDT51,OUT046,1889.9382415805449
FDD59,OUT049,1410.234188424205
NCM42,OUT018,1455.3357751725125
FDA57,OUT018,404.88229768573365
FDZ48,OUT035,1916.8798907854507
FDE46,OUT045,2372.365216415492
NCZ30,OUT019,16.944957551691914
FDB56,OUT017,3203.569384076807
FDA25,OUT027,3201.9160643974174
FDD20,OUT013,2087.920030640016
FDL25,OUT013,1562.902271086059
NCO18,OUT049,2838.6431164580426
FDJ45,OUT017,923.8302300766081
FDR12,OUT035,2860.948075942637
NCF19,OUT010,-1147.6380246356275
FDK25,OUT046,2722.192712571472
NCR17,OUT046,1883.0242778219545
FDC52,OUT046,2489.6617949204374
NCA54,OUT017,2990.4593008307565
FDR45,OUT010,1875.9042609199678
NCM19,OUT049,1856.3926194783708
FDF39,OUT027,5624.228808658547
FDX23,OUT049,1625.3335071580223
FDD58,OUT027,3050.3666749211407
FDX28,OUT013,1657.0450489468058
NCD31,OUT013,2595.680499100563
FDU57,OUT018,2156.82112846362
FDI27,OUT046,824.8593798192887
NCM42,OUT046,1763.5320633097872
FDD32,OUT027,2853.1179194505676
FDI34,OUT013,3681.3833686328726
NCM29,OUT049,2101.7994695157395
FDG46,OUT018,1583.7711073226674
DRC01,OUT010,-1052.389838029645
FDB15,OUT027,5541.586311512801
NCA17,OUT027,3839.9426459825045
FDF10,OUT046,2417.321011832755
FDR26,OUT027,4254.004884639275
FDI02,OUT049,1907.190648211821
NCM54,OUT010,94.45963209166075
FDF14,OUT013,2481.214964259678
FDJ33,OUT010,51.014274130400736
FDM20,OUT035,4020.644138642194
FDC03,OUT027,4554.447519720343
NCX05,OUT046,1898.7770631439635
NCM41,OUT027,2935.0503485962836
NCU29,OUT010,452.5127905261179
FDQ59,OUT017,1552.2876664462383
FDH46,OUT010,-229.7575183394074
FDH09,OUT013,1069.2703755161783
NCD06,OUT045,674.8041692575207
FDC15,OUT035,2499.9196252525435
DRD37,OUT027,2197.100511340963
FDT28,OUT027,3771.7933443789516
FDR28,OUT027,4080.782778690962
FDT38,OUT017,1500.7408474468975
FDV34,OUT027,2727.524421742637
FDY52,OUT035,1123.969515030767
FDB34,OUT013,1394.7305366545188
DRL23,OUT018,1438.6275250220933
DRB24,OUT046,2494.592669919075
FDJ50,OUT046,983.9844940682815
FDQ49,OUT035,2616.013395913891
FDP20,OUT035,2127.1670127755497
FDV19,OUT027,4067.806283480939
NCR54,OUT045,3006.0079309006105
FDO09,OUT010,2207.772329270185
FDS57,OUT018,1987.01648567777
FDN10,OUT049,1933.400779704738
FDV23,OUT049,2056.430654163676
FDY28,OUT049,3436.2462314878794
DRG51,OUT013,2592.868810003216
FDD45,OUT019,-390.3130386656121
NCL18,OUT027,4441.377501321971
NCM29,OUT013,2123.130570161884
FDF17,OUT027,4541.084765899475
FDE22,OUT017,2714.5721383405325
FDQ22,OUT017,782.5206899905897
FDS01,OUT013,2926.284845203714
FDW35,OUT027,2152.363098471891
FDJ33,OUT046,2068.30198403378
NCF54,OUT035,2792.979309777991
FDE09,OUT013,1846.0536692909664
NCE06,OUT045,2465.6475562653504
DRH49,OUT049,1347.7514739698672
FDY43,OUT045,2668.491921571447
NCT05,OUT017,4166.702679968628
FDZ34,OUT045,3009.08378808001
FDL38,OUT017,1542.141690427059
FDZ31,OUT017,3219.6459611947066
FDR14,OUT035,952.3979674270086
NCN54,OUT049,1305.642079873418
NCC42,OUT027,3675.804452911354
FDK08,OUT017,1851.0035759738676
FDP59,OUT013,1782.677342093506
FDV22,OUT035,2648.3485274034465
FDD33,OUT035,3819.8960886654095
DRE60,OUT027,4989.933848100758
FDK52,OUT046,3603.636252712997
FDA02,OUT017,2386.5186225459474
FDM56,OUT049,1839.505312553214
FDE57,OUT035,2365.8452134895488
FDM32,OUT045,1420.0045671698608
NCQ30,OUT027,3370.911738284616
FDQ27,OUT027,3201.4209110678057
FDT60,OUT027,3446.529741861843
FDU43,OUT049,3923.8354447026068
NCO55,OUT035,1786.333020905964
FDG02,OUT045,3011.887661396948
FDJ28,OUT013,3042.495785556952
FDP40,OUT045,1765.078639223153
FDJ38,OUT045,3042.0027604950883
NCC54,OUT017,3939.94679496919
NCZ41,OUT046,2043.7990228754352
FDK38,OUT019,524.5929606077407
FDU52,OUT013,2478.625863361187
FDC40,OUT046,1293.7837133613793
NCR30,OUT017,1314.6902244877565
NCN18,OUT017,1884.1542300678702
FDB50,OUT035,1376.356172441825
FDG04,OUT013,3051.757294750176
FDR26,OUT035,2877.1818231322977
NCT17,OUT018,2711.032513406666
FDX35,OUT027,5082.9969226341345
FDS12,OUT046,2057.188895752668
NCZ29,OUT027,3452.247941586451
FDB38,OUT010,737.0856816868036
FDP12,OUT013,718.2392499417329
FDP22,OUT046,827.9415169694548
FDS26,OUT018,3792.7594527050387
FDR52,OUT046,3105.614777004914
DRJ13,OUT046,2588.6912245020794
FDU48,OUT027,3544.3200524544955
FDE29,OUT035,1048.5719374108885
NCT29,OUT049,1993.0211391150806
DRK37,OUT018,2700.716777802343
FDK55,OUT046,1478.5784360514808
FDR07,OUT046,1624.5520348144928
FDO21,OUT027,5055.536030326766
FDK46,OUT049,4162.329670907187
FDB12,OUT045,1552.031126567701
FDT31,OUT027,4539.725116271511
FDJ33,OUT045,1961.493339461449
FDC26,OUT027,3223.1469736408035
NCQ02,OUT045,2904.6693722589407
FDP08,OUT010,1197.3570749369537
FDB11,OUT027,5052.263424967241
FDV55,OUT013,2396.9205312907143
FDW20,OUT049,2041.2245522044832
NCJ18,OUT019,-61.149478599530994
FDC41,OUT018,912.4279748142726
FDE14,OUT027,3164.3322360331367
FDG35,OUT013,2906.0376800374215
FDF45,OUT035,1137.0090892518492
FDS19,OUT027,2788.0621515397506
FDS58,OUT019,689.0849062937777
FDA26,OUT017,3633.00876986215
FDM32,OUT049,1518.0469838915742
FDL45,OUT046,2071.2831818824634
FDZ55,OUT049,2641.1719158087362
FDY37,OUT049,2391.436678804879
FDO46,OUT046,3127.3753036368726
FDQ60,OUT046,1999.9220541247923
FDA19,OUT018,1844.8543121550028
FDL15,OUT046,2509.9407590884657
FDM10,OUT018,3081.692234355418
NCL05,OUT017,854.7065590774582
DRK49,OUT010,-1219.6703196288727
NCE18,OUT027,5394.064028903798
FDG40,OUT049,622.9847476599389
DRI59,OUT045,3462.462746508041
FDK28,OUT035,4087.0610810765065
NCD06,OUT019,-1183.2540314726793
FDO11,OUT019,2117.954929759362
FDK27,OUT046,1983.1510996809375
FDT43,OUT027,2333.4204487739335
FDD38,OUT018,1456.7571012323315
FDA16,OUT049,3515.2123914965923
FDL14,OUT027,3983.247891210136
NCM17,OUT049,780.0992614410934
FDD20,OUT045,1969.6640287857736
FDA40,OUT045,1406.369005158631
FDL43,OUT045,1220.5489113543445
FDV15,OUT045,1571.6300646773889
FDE52,OUT046,1513.4518852357578
NCL17,OUT010,367.3523091147799
NCJ31,OUT045,3661.036102514743
FDR60,OUT045,1196.8981563977286
NCA18,OUT035,1921.025450598594
FDS21,OUT027,2538.1249518734694
FDW09,OUT035,1420.1504468528437
FDL26,OUT035,2602.097262164025
FDS47,OUT018,1152.2370643280883
FDC39,OUT046,3251.2376295966387
FDT51,OUT035,1946.3660509173205
FDK40,OUT035,4238.320840612156
NCG19,OUT045,3599.1198453045945
FDZ07,OUT046,1135.4559186997503
FDF08,OUT027,2964.9548930858
FDO04,OUT013,930.6921508282394
FDK41,OUT018,1030.5094767640257
FDP15,OUT049,4079.706639106298
NCD43,OUT018,1389.3949779985269
NCP18,OUT013,2378.6958844975743
FDZ51,OUT046,1621.9031329413556
DRH13,OUT035,1830.4345654568315
FDF38,OUT045,703.144656234901
NCI43,OUT045,733.3261655945826
FDM38,OUT027,2310.420993576685
FDS03,OUT013,1095.261481455629
DRJ47,OUT017,2872.41308509979
FDT50,OUT010,-361.57787790175644
FDV02,OUT046,2748.8806192006596
NCG18,OUT017,1834.6821435634047
FDW52,OUT046,2691.2863946969737
FDS40,OUT035,702.4040377801866
FDN31,OUT017,3248.6048815998656
FDA37,OUT045,1987.9743418908765
FDA15,OUT046,3970.693244474256
FDL39,OUT046,2925.9717671020917
FDJ53,OUT045,1867.1588142896653
FDX22,OUT013,3416.159104879698
NCZ42,OUT045,3659.274715455409
FDD56,OUT027,4312.379005860144
FDD40,OUT017,3226.0103216093703
FDS50,OUT013,3482.400865977528
NCN14,OUT013,2954.664303110083
FDT15,OUT013,2992.5048021931434
NCS18,OUT027,3157.6199175757356
NCO26,OUT010,-117.94461006173515
FDF58,OUT018,745.1904539290699
NCB19,OUT013,1391.6321412217658
FDH26,OUT017,2470.860115982403
DRB24,OUT027,3872.3158142003376
FDA49,OUT018,1147.891929549558
FDB32,OUT045,1524.8473371923901
FDI36,OUT017,3325.2833423899283
NCA17,OUT010,458.9541339573625
FDH22,OUT013,2008.7859915840963
NCM26,OUT018,2162.3983923856285
FDT15,OUT027,4410.258268468751
FDB16,OUT018,1103.286940386868
NCP54,OUT027,3399.1345642858505
FDJ36,OUT013,1704.7186757795716
FDO28,OUT045,1833.3031579658855
FDU09,OUT013,969.7064507829491
FDF29,OUT017,2128.813056822284
FDY08,OUT013,2320.942311619365
DRJ59,OUT018,373.1889345860109
FDT23,OUT027,2788.680529191319
FDU15,OUT018,425.7545112614607
FDT47,OUT013,1660.4176427450147
FDI53,OUT019,738.7935926312493
FDR59,OUT018,3913.611748287687
FDD53,OUT035,761.6963876757654
FDY51,OUT017,3617.579540687424
FDT04,OUT049,657.2043909833446
FDU51,OUT049,2893.0626131601603
FDG14,OUT035,2592.513594969103
NCU06,OUT045,3548.728261648954
DRG25,OUT046,2988.5522710648074
DRH49,OUT035,1439.366555395667
FDN15,OUT035,2299.7235681525926
FDL43,OUT018,981.7694606144942
NCT18,OUT049,2911.849920923807
NCB31,OUT013,4099.235636488971
FDK57,OUT035,1997.0588887298072
FDY04,OUT019,717.6570150374027
NCP54,OUT046,1968.4477964932012
FDF41,OUT013,3844.034967804546
FDM01,OUT045,1665.4957820432755
FDW03,OUT045,1680.3525873864128
FDF28,OUT045,1930.6806003880483
FDY37,OUT017,2489.949403568302
FDQ03,OUT017,3932.3116590565623
FDP51,OUT027,3412.3663587149786
FDJ40,OUT017,1946.9881617068459
FDC32,OUT049,1581.7150158085424
DRI49,OUT027,2714.1238473611593
NCW54,OUT017,1015.7030253911071
FDF09,OUT017,838.4274004790786
FDP45,OUT018,3726.244446393219
DRJ23,OUT018,2700.54961518076
FDS59,OUT017,1984.3459308913443
FDY08,OUT046,2312.606303923123
FDX16,OUT049,2424.5813226915634
FDY16,OUT018,2661.15440420885
FDK32,OUT035,2627.750070307942
FDQ22,OUT013,668.7131990672642
NCC31,OUT018,2187.1005353843066
FDG58,OUT049,2531.1463158210827
DRF48,OUT013,3011.974728334011
DRH36,OUT049,1231.743526230479
NCR30,OUT035,1287.6384497694671
FDB03,OUT019,1878.524668056707
FDZ28,OUT027,3490.07256973302
FDR35,OUT017,3308.1823218334466
DRD15,OUT027,5057.344577906522
FDJ33,OUT019,110.21063652139856
FDA56,OUT010,40.37572673437535
FDP56,OUT046,891.0669573483028
NCT30,OUT046,813.6502869753749
FDK15,OUT017,1751.9278637528478
FDH44,OUT018,2160.218749460095
FDV01,OUT013,2555.9456888231216
DRG03,OUT017,2532.445853146084
FDG50,OUT027,2944.378618233226
FDR16,OUT010,1483.0323173833312
FDZ60,OUT046,1763.7178750941093
DRG03,OUT045,2357.719718352935
FDS56,OUT018,3977.103606336532
FDU33,OUT045,716.2530939071585
DRD27,OUT035,1666.7523049154115
FDW22,OUT046,3633.222245752462
DRA24,OUT045,2559.173772676644
FDF38,OUT049,796.5184614978789
FDX48,OUT013,2540.5444121806504
FDS58,OUT018,2334.302589973682
FDC32,OUT046,1570.2423458104022
NCQ29,OUT045,4047.8665926589892
DRK39,OUT018,1055.7310025450715
NCS38,OUT017,1933.2092246437824
DRO47,OUT013,1821.2126975301362
DRG27,OUT027,2112.2608330363
FDC57,OUT027,4565.064600470272
FDS55,OUT046,2418.9279430040915
NCJ06,OUT018,1614.6264333226572
FDO01,OUT019,247.22480705927592
NCM55,OUT045,2864.996775701249
FDC52,OUT049,2499.6209973020013
FDQ15,OUT045,1257.990336766874
NCT30,OUT027,2204.0637648427364
NCR42,OUT027,1980.4355822341313
FDD28,OUT035,1049.3201692410803
FDQ34,OUT049,1698.2767108800763
FDZ12,OUT027,3716.952747352756
DRE13,OUT019,-512.5346305329731
NCN07,OUT019,219.61901058351214
FDM28,OUT035,2945.69875628929
FDI10,OUT017,2901.608114338509
FDQ25,OUT013,2824.3327341074764
FDA38,OUT010,1881.909445995465
DRI13,OUT049,3464.7185723340663
FDY20,OUT027,2981.1577342159
NCZ53,OUT035,3072.2047286292946
NCM31,OUT013,2303.5254061979213
DRB01,OUT017,3112.295155625863
DRF37,OUT046,4149.41250362889
NCF42,OUT049,2794.692322283241
FDF16,OUT018,2035.0092729053722
FDB41,OUT013,836.4308003905026
FDR34,OUT013,3674.0068874143617
FDR15,OUT018,2260.4919332092686
NCV42,OUT019,-125.72880383653683
FDW51,OUT035,3494.001534567942
FDU36,OUT017,1721.936797196031
FDX60,OUT049,1364.0351180695725
FDY03,OUT035,1952.7093245649157
FDW55,OUT045,3948.2395927754696
FDT01,OUT010,1360.3850982229487
FDG58,OUT013,2524.869489105942
FDK21,OUT017,4091.8806993908656
NCS41,OUT019,989.3034411833069
FDS10,OUT045,2822.1268519281875
NCT53,OUT046,2670.1978301941126
FDJ28,OUT018,2735.3482091786573
FDX44,OUT045,1400.3821688380704
FDT20,OUT018,419.0467575586954
FDO44,OUT017,1980.8405770770914
NCX17,OUT049,3735.5506260296825
FDY01,OUT017,2052.07483677275
FDJ12,OUT027,4819.233226305281
DRK35,OUT018,400.287062304109
FDD47,OUT019,807.4234158263134
NCM53,OUT035,1798.7952841188235
FDO45,OUT013,1490.8657242646004
NCM42,OUT010,-206.84061673432007
FDE04,OUT046,2933.650393090342
NCI30,OUT027,5327.765942873928
FDZ19,OUT013,2833.1048289016617
FDW57,OUT013,2872.1788258092565
FDA25,OUT013,1768.5449963411374
FDT22,OUT046,968.9555160538002
FDP51,OUT013,1976.6278371810913
FDD48,OUT027,3324.544256196692
FDY39,OUT035,3052.938628167889
FDO48,OUT010,1655.7177840606746
FDD23,OUT027,4367.127367513793
DRN35,OUT027,2081.414267353757
FDT01,OUT035,3520.6411214477994
FDC20,OUT010,-989.3366404939006
DRJ35,OUT035,1177.0971821099374
FDB32,OUT046,1603.5992656822636
FDL24,OUT046,2858.4707706869667
NCV42,OUT035,1849.378027023733
FDZ46,OUT046,1797.1275131960138
FDC15,OUT013,2434.6986665143922
FDD08,OUT019,-1241.6808931574924
FDY50,OUT049,1473.6167192584107
FDD36,OUT013,1955.5745065974188
FDG57,OUT027,2295.492022386883
FDL21,OUT018,467.47782607721456
FDN16,OUT027,3110.4927136067563
FDJ09,OUT027,2176.341897685037
FDS01,OUT010,982.1132824473461
FDV33,OUT017,4297.142545281662
DRE12,OUT017,1951.8520343373093
FDR07,OUT013,1625.0819841902412
FDP48,OUT010,1058.2793913081405
NCB55,OUT035,986.9651698758535
FDQ08,OUT013,1104.5723249034927
FDR34,OUT035,3795.2928692281857
FDO33,OUT046,1834.6519601528416
FDP13,OUT045,646.031628946439
FDX12,OUT049,3952.0904811355576
NCT06,OUT049,2666.159216833519
FDR16,OUT019,1531.0140414182533
FDE36,OUT046,2624.5843981609505
FDZ36,OUT049,3033.5844263695617
FDV13,OUT045,1445.227300154671
NCZ17,OUT035,704.4209585053904
FDU56,OUT045,2889.1461866199097
FDM09,OUT035,2842.016324716984
FDV02,OUT017,2833.9381431214715
FDS34,OUT018,1461.0262920177775
FDA11,OUT049,1601.8998980815231
FDP09,OUT017,3492.8865981641575
FDB29,OUT027,3306.9044068576914
FDT19,OUT017,2986.5436998701916
DRH15,OUT017,835.5007043736259
FDY38,OUT046,3731.949232329658
FDF14,OUT027,3907.648363918459
FDN48,OUT010,-409.01408643821196
FDQ12,OUT013,3688.436977201549
NCJ43,OUT045,2664.697575746075
FDE17,OUT019,546.5245159091719
FDB05,OUT035,3999.307025949165
FDH10,OUT045,2989.9763523212896
NCR06,OUT017,814.3453868560318
FDU32,OUT018,1716.8517219136993
FDD56,OUT049,2872.898850899641
FDO36,OUT018,2598.5709880955255
FDH16,OUT010,-455.62996409775224
FDX10,OUT018,354.4682366698398
FDZ37,OUT017,1655.359440850414
FDU31,OUT010,1626.5279653984035
DRC49,OUT049,2258.537076497567
FDL15,OUT045,2375.1412203209184
FDN32,OUT019,1115.831367865394
DRH59,OUT027,2663.769391002308
NCU29,OUT049,2407.707609844656
FDR37,OUT019,1100.7936835052096
FDS14,OUT018,2190.3076216097106
FDU02,OUT027,4991.313820773808
FDJ08,OUT035,3174.3548331899365
NCZ06,OUT045,3897.692378170279
FDO31,OUT049,1464.5251873641973
FDH31,OUT018,1414.4815826490667
FDS58,OUT017,2735.3978485258995
NCA53,OUT027,2273.4435238408914
FDF50,OUT046,3233.3437330524175
NCW42,OUT049,3535.3122323647403
NCQ17,OUT045,2401.7061590150697
FDK51,OUT018,3865.9053565843933
NCW41,OUT010,597.2092894640809
NCR29,OUT017,1050.0838012812746
FDB08,OUT019,676.3670040147699
FDA40,OUT027,2848.6056263777427
FDL14,OUT018,2317.860780764604
FDB47,OUT046,3324.8586515432835
FDO03,OUT035,3762.9544241141266
DRK13,OUT019,1177.6763938443328
FDX13,OUT010,2041.696439919513
FDF52,OUT046,2927.2042489718297
FDT11,OUT013,3085.108299383879
FDB08,OUT013,2635.825026915525
FDQ28,OUT018,2239.108549381286
FDD29,OUT045,3916.1975179372384
NCQ29,OUT027,5557.413948947782
NCO02,OUT013,1080.0819680491986
FDR56,OUT010,1243.48792302137
NCM54,OUT049,2022.1818246910261
FDP51,OUT035,2010.7373468114674
FDT38,OUT013,1366.395599480893
FDZ20,OUT018,3763.715634921158
FDJ53,OUT013,1937.1296965642541
FDX13,OUT049,4021.692726538764
FDP58,OUT035,3556.703231193198
NCK31,OUT019,-1038.4138123155717
FDA35,OUT018,1744.9053740666131
FDV37,OUT018,2938.6858336465375
NCO07,OUT027,4827.138428949023
FDA20,OUT045,2946.282597108642
FDZ59,OUT035,2811.7401054604125
NCY17,OUT017,854.8226959642052
FDQ28,OUT035,2555.721756932864
FDV35,OUT017,2589.504146712832
FDQ36,OUT013,654.165947158137
FDD34,OUT018,2328.2957059744367
FDK51,OUT045,4098.486610793436
FDV31,OUT035,2876.953289255922
FDR04,OUT035,1635.8941016214812
FDR14,OUT049,899.6155425899778
DRC36,OUT010,880.3605834568298
FDE39,OUT019,7.150021695502801
FDP57,OUT049,1726.0567023049953
FDE57,OUT046,2344.856537694228
NCN18,OUT046,1785.1989393697295
NCQ05,OUT018,2120.0249322172604
FDW47,OUT035,2000.2311598817905
FDV46,OUT035,2304.505939147115
NCP29,OUT045,951.111390106802
FDE09,OUT018,1548.245359324108
NCU06,OUT027,5042.209420277621
FDT19,OUT010,879.639572844957
DRF15,OUT017,2535.2837812638754
DRI51,OUT013,2702.8418702091294
NCX54,OUT013,1679.8599388034927
DRE01,OUT013,3791.333072172609
NCB07,OUT045,2994.623122125995
FDU50,OUT035,1934.4506301536603
FDG40,OUT035,666.3569972416299
FDW10,OUT018,2500.0160494027077
FDX51,OUT013,3168.927659749883
NCP17,OUT045,976.3691351974849
FDP21,OUT035,3022.64111967184
FDL04,OUT045,1590.0155817720806
FDV23,OUT013,1998.8038316842285
FDF24,OUT046,1423.1220281545684
FDH56,OUT027,3353.9298424325534
FDB51,OUT049,1037.4902773507347
FDI58,OUT027,3019.4232736247504
FDR20,OUT013,902.3719571942929
FDC51,OUT018,1715.8483593715937
FDB16,OUT027,2813.8920133083884
FDE40,OUT049,1041.6844405340817
NCM17,OUT035,825.0446222241153
FDU56,OUT035,3089.2301682178804
FDS32,OUT019,442.37670408379927
FDX02,OUT049,3560.7312011967733
FDT39,OUT027,3840.3535315713816
FDE35,OUT017,1166.8695583529334
NCI42,OUT019,1416.650669086419
DRL23,OUT046,1765.4854254015809
FDA10,OUT046,1970.9428135158814
FDA11,OUT013,1586.2525330098433
NCM06,OUT046,2520.643064973221
NCT05,OUT035,4167.578453265407
NCQ02,OUT010,1029.4142840771383
NCY06,OUT049,2089.162599000745
FDY56,OUT035,3726.8403366991115
FDL02,OUT035,1837.2155664789607
NCI06,OUT035,2866.8453043604095
FDQ14,OUT045,2294.9866096711485
FDQ12,OUT017,3762.1232246120635
FDP36,OUT046,898.2196431566554
FDK21,OUT027,5418.266043166819
FDO40,OUT045,2277.826971957111
NCK54,OUT019,25.341349092908786
FDY09,OUT018,2534.7839397745993
NCW30,OUT049,4148.243025869742
NCC55,OUT027,2020.3941766247444
FDE58,OUT018,1599.185150514386
FDR39,OUT013,2950.287299421834
FDU28,OUT049,3023.4845082534594
FDH08,OUT017,3796.86931117544
FDG35,OUT045,2812.7755384260818
FDG22,OUT049,696.0527986264206
FDC34,OUT035,2595.634711508741
FDP15,OUT018,3742.840202825537
FDK34,OUT010,1870.3331456611486
FDU45,OUT035,1998.7601145056542
FDQ04,OUT027,2059.6056927494938
FDX22,OUT018,3096.5580216315866
FDB45,OUT017,1853.5039205985959
NCH43,OUT027,4845.983102975355
DRE60,OUT046,3543.2296332098194
FDD17,OUT027,5164.832189106208
NCM54,OUT017,2144.0113072339154
NCH55,OUT013,2040.6842025435908
NCT06,OUT017,2738.19657404632
FDA48,OUT027,4939.299479396679
FDY58,OUT027,5057.881616567174
FDO25,OUT045,3296.374830513436
FDN50,OUT045,1553.6070927748806
FDH35,OUT035,2749.2948750104406
FDK09,OUT045,3518.133294217492
FDO16,OUT013,1360.7197683633567
FDW11,OUT045,999.3427031110477
FDU47,OUT027,3760.5553728520754
NCQ42,OUT010,113.15263915155083
FDK55,OUT027,2906.086028310412
FDN08,OUT049,1988.3942353807506
FDT57,OUT045,3700.486191136006
FDJ12,OUT018,3064.73560224424
DRL59,OUT017,1025.1973546435474
NCN53,OUT046,654.3887903332798
FDO51,OUT010,-1118.684611107179
FDK56,OUT017,3144.804155518257
FDY12,OUT035,991.2443699765136
